ImageId,Label
251,4
252,9
253,8
254,9
255,1
256,0
257,6
258,0
259,1
260,8
261,6
262,0
263,4
264,3
265,7
266,7
267,4
268,2
269,7
270,1
271,4
272,0
273,8
274,8
275,8
276,8
277,0
278,9
279,9
280,4
281,2
282,6
283,8
284,9
285,1
286,3
287,9
288,8
289,1
290,1
291,8
292,6
293,9
294,4
295,2
296,7
297,4
298,7
299,0
300,8
301,6
302,0
303,9
304,4
305,6
306,7
307,4
308,3
309,9
310,1
311,1
312,3
313,6
314,4
315,3
316,5
317,3
318,6
319,9
320,4
321,0
322,7
323,9
324,7
325,0
326,2
327,4
328,7
329,9
330,5
331,6
332,1
333,6
334,9
335,8
336,4
337,2
338,8
339,4
340,7
341,2
342,9
343,7
344,6
345,0
346,6
347,5
348,8
349,6
350,7
351,0
352,4
353,1
354,9
355,0
356,3
357,5
358,5
359,5
360,3
361,2
362,8
363,7
364,5
365,2
366,2
367,8
368,9
369,6
370,4
371,1
372,2
373,6
374,8
375,7
376,3
377,9
378,1
379,5
380,9
381,3
382,7
383,8
384,5
385,5
386,7
387,4
388,0
389,7
390,7
391,9
392,2
393,9
394,5
395,7
396,9
397,2
398,5
399,3
400,5
401,5
402,4
403,0
404,5
405,3
406,8
407,7
408,9
409,2
410,3
411,7
412,3
413,7
414,0
415,2
416,6
417,3
418,9
419,9
420,9
421,1
422,0
423,6
424,3
425,5
426,5
427,6
428,8
429,6
430,2
431,3
432,3
433,8
434,4
435,5
436,3
437,0
438,3
439,4
440,4
441,7
442,3
443,0
444,8
445,6
446,2
447,4
448,9
449,6
450,5
451,8
452,2
453,5
454,3
455,1
456,1
457,6
458,3
459,8
460,8
461,3
462,8
463,1
464,0
465,3
466,1
467,4
468,3
469,8
470,3
471,3
472,1
473,6
474,5
475,2
476,2
477,8
478,2
479,3
480,4
481,7
482,8
483,6
484,3
485,7
486,1
487,5
488,5
489,5
490,2
491,7
492,6
493,0
494,7
495,0
496,0
497,6
498,5
499,6
500,7
501,3
502,1
503,5
504,0
505,5
506,3
507,8
508,7
509,9
510,1
511,5
512,4
513,8
514,6
515,1
516,7
517,8
518,0
519,4
520,7
521,1
522,6
523,5
524,9
525,2
526,9
527,9
528,6
529,0
530,0
531,6
532,3
533,8
534,9
535,4
536,7
537,6
538,0
539,1
540,1
541,2
542,9
543,3
544,0
545,5
546,9
547,3
548,6
549,8
550,0
551,2
552,7
553,8
554,3
555,3
556,6
557,6
558,4
559,5
560,0
561,4
562,8
563,0
564,3
565,1
566,3
567,9
568,0
569,8
570,8
571,7
572,5
573,0
574,0
575,2
576,1
577,8
578,5
579,7
580,4
581,0
582,5
583,4
584,8
585,5
586,0
587,4
588,6
589,0
590,8
591,5
592,8
593,8
594,7
595,2
596,6
597,2
598,2
599,5
600,3
601,9
602,0
603,0
604,6
605,7
606,3
607,5
608,0
609,3
610,6
611,5
612,6
613,4
614,8
615,9
616,2
617,3
618,6
619,8
620,2
621,4
622,3
623,7
624,5
625,5
626,6
627,6
628,3
629,8
630,6
631,8
632,1
633,8
634,7
635,6
636,7
637,4
638,1
639,6
640,5
641,6
642,3
643,0
644,5
645,4
646,3
647,9
648,6
649,2
650,9
651,0
652,2
653,2
654,4
655,8
656,8
657,4
658,6
659,9
660,7
661,5
662,1
663,5
664,8
665,1
666,3
667,0
668,1
669,2
670,1
671,0
672,4
673,1
674,6
675,6
676,2
677,9
678,9
679,7
680,1
681,1
682,4
683,3
684,0
685,4
686,2
687,8
688,6
689,9
690,6
691,2
692,8
693,8
694,9
695,7
696,3
697,1
698,9
699,9
700,0
701,1
702,1
703,2
704,3
705,7
706,6
707,0
708,2
709,3
710,6
711,9
712,3
713,3
714,0
715,9
716,5
717,8
718,7
719,3
720,0
721,5
722,6
723,4
724,8
725,5
726,9
727,6
728,6
729,8
730,5
731,3
732,7
733,8
734,3
735,2
736,1
737,9
738,4
739,3
740,2
741,4
742,3
743,8
744,2
745,6
746,7
747,7
748,2
749,2
750,2
751,7
752,8
753,0
754,4
755,6
756,2
757,9
758,9
759,2
760,8
761,8
762,6
763,1
764,4
765,8
766,3
767,8
768,9
769,1
770,6
771,4
772,4
773,7
774,0
775,2
776,3
777,2
778,3
779,6
780,8
781,3
782,0
783,1
784,4
785,9
786,1
787,2
788,9
789,6
790,6
791,6
792,2
793,4
794,0
795,7
796,5
797,3
798,5
799,5
800,3
801,8
802,6
803,6
804,5
805,9
806,9
807,9
808,0
809,4
810,1
811,7
812,6
813,9
814,8
815,7
816,8
817,1
818,9
819,9
820,7
821,1
822,4
823,0
824,1
825,4
826,3
827,4
828,2
829,1
830,4
831,1
832,6
833,7
834,3
835,7
836,6
837,3
838,8
839,2
840,2
841,6
842,6
843,5
844,3
845,3
846,9
847,4
848,8
849,9
850,2
851,1
852,6
853,1
854,5
855,4
856,0
857,8
858,6
859,8
860,8
861,1
862,8
863,4
864,6
865,4
866,4
867,9
868,8
869,6
870,6
871,4
872,9
873,5
874,6
875,7
876,4
877,2
878,6
879,5
880,0
881,5
882,4
883,6
884,5
885,4
886,5
887,2
888,8
889,9
890,8
891,9
892,2
893,2
894,1
895,7
896,4
897,4
898,6
899,1
900,6
901,5
902,3
903,0
904,0
905,1
906,9
907,9
908,8
909,0
910,9
911,4
912,4
913,4
914,9
915,0
916,2
917,5
918,2
919,4
920,5
921,7
922,3
923,4
924,3
925,7
926,2
927,6
928,8
929,1
930,2
931,1
932,6
933,3
934,3
935,5
936,0
937,7
938,6
939,1
940,2
941,4
942,0
943,2
944,9
945,5
946,1
947,1
948,3
949,7
950,5
951,1
952,9
953,5
954,3
955,1
956,5
957,2
958,0
959,1
960,5
961,2
962,9
963,2
964,3
965,6
966,5
967,8
968,7
969,4
970,4
971,5
972,4
973,3
974,0
975,9
976,6
977,1
978,4
979,9
980,2
981,6
982,2
983,3
984,4
985,4
986,2
987,8
988,8
989,9
990,3
991,2
992,0
993,1
994,9
995,1
996,9
997,1
998,2
999,0
1000,1
1001,3
1002,6
1003,4
1004,8
1005,3
1006,3
1007,3
1008,3
1009,2
1010,9
1011,3
1012,4
1013,8
1014,2
1015,5
1016,5
1017,6
1018,9
1019,2
1020,0
1021,4
1022,3
1023,0
1024,6
1025,4
1026,9
1027,1
1028,7
1029,9
1030,4
1031,2
1032,2
1033,2
1034,6
1035,9
1036,3
1037,4
1038,0
1039,7
1040,3
1041,8
1042,4
1043,5
1044,5
1045,1
1046,1
1047,8
1048,5
1049,9
1050,8
1051,0
1052,5
1053,2
1054,3
1055,8
1056,4
1057,2
1058,0
1059,6
1060,5
1061,8
1062,3
1063,4
1064,7
1065,8
1066,1
1067,4
1068,7
1069,9
1070,6
1071,4
1072,7
1073,3
1074,0
1075,8
1076,2
1077,1
1078,3
1079,3
1080,5
1081,7
1082,9
1083,5
1084,6
1085,3
1086,2
1087,7
1088,4
1089,2
1090,3
1091,4
1092,8
1093,7
1094,1
1095,1
1096,1
1097,7
1098,6
1099,8
1100,5
1101,1
1102,8
1103,2
1104,4
1105,0
1106,7
1107,5
1108,3
1109,6
1110,9
1111,9
1112,1
1113,2
1114,6
1115,1
1116,1
1117,5
1118,1
1119,7
1120,7
1121,4
1122,3
1123,6
1124,7
1125,4
1126,7
1127,6
1128,4
1129,7
1130,8
1131,5
1132,2
1133,2
1134,7
1135,7
1136,4
1137,1
1138,3
1139,1
1140,6
1141,8
1142,2
1143,0
1144,6
1145,3
1146,7
1147,9
1148,2
1149,9
1150,1
1151,8
1152,5
1153,1
1154,0
1155,2
1156,7
1157,3
1158,7
1159,8
1160,8
1161,8
1162,9
1163,0
1164,8
1165,3
1166,3
1167,7
1168,2
1169,8
1170,3
1171,0
1172,2
1173,2
1174,4
1175,2
1176,3
1177,7
1178,6
1179,0
1180,6
1181,4
1182,2
1183,3
1184,2
1185,4
1186,6
1187,4
1188,4
1189,7
1190,6
1191,6
1192,0
1193,8
1194,9
1195,6
1196,9
1197,2
1198,0
1199,1
1200,2
1201,1
1202,0
1203,0
1204,8
1205,2
1206,1
1207,4
1208,9
1209,5
1210,3
1211,9
1212,9
1213,0
1214,0
1215,6
1216,9
1217,6
1218,2
1219,7
1220,9
1221,6
1222,5
1223,1
1224,7
1225,6
1226,7
1227,8
1228,9
1229,8
1230,1
1231,1
1232,1
1233,4
1234,8
1235,1
1236,2
1237,7
1238,8
1239,5
1240,8
1241,5
1242,6
1243,1
1244,0
1245,7
1246,7
1247,2
1248,5
1249,0
1250,2
1251,4
1252,1
1253,8
1254,7
1255,9
1256,0
1257,9
1258,3
1259,4
1260,5
1261,6
1262,4
1263,3
1264,8
1265,4
1266,8
1267,1
1268,7
1269,3
1270,3
1271,7
1272,5
1273,2
1274,7
1275,7
1276,6
1277,8
1278,3
1279,9
1280,4
1281,2
1282,6
1283,1
1284,9
1285,1
1286,9
1287,1
1288,1
1289,2
1290,2
1291,9
1292,9
1293,1
1294,4
1295,8
1296,0
1297,6
1298,5
1299,2
1300,7
1301,3
1302,8
1303,1
1304,2
1305,2
1306,3
1307,0
1308,0
1309,6
1310,6
1311,9
1312,5
1313,5
1314,6
1315,3
1316,6
1317,5
1318,4
1319,4
1320,7
1321,9
1322,4
1323,8
1324,4
1325,7
1326,4
1327,6
1328,6
1329,9
1330,5
1331,5
1332,7
1333,8
1334,4
1335,5
1336,8
1337,6
1338,7
1339,6
1340,0
1341,4
1342,1
1343,8
1344,1
1345,3
1346,0
1347,1
1348,4
1349,4
1350,1
1351,4
1352,9
1353,2
1354,4
1355,7
1356,1
1357,0
1358,9
1359,6
1360,5
1361,6
1362,6
1363,6
1364,6
1365,3
1366,7
1367,0
1368,2
1369,3
1370,8
1371,3
1372,6
1373,8
1374,2
1375,6
1376,9
1377,7
1378,1
1379,8
1380,2
1381,4
1382,5
1383,7
1384,0
1385,9
1386,6
1387,4
1388,2
1389,2
1390,3
1391,4
1392,2
1393,2
1394,0
1395,8
1396,5
1397,5
1398,9
1399,9
1400,7
1401,1
1402,8
1403,3
1404,7
1405,5
1406,2
1407,0
1408,5
1409,3
1410,3
1411,2
1412,8
1413,0
1414,7
1415,7
1416,2
1417,3
1418,8
1419,8
1420,3
1421,7
1422,7
1423,2
1424,8
1425,4
1426,0
1427,4
1428,8
1429,1
1430,9
1431,5
1432,2
1433,7
1434,5
1435,5
1436,5
1437,4
1438,0
1439,1
1440,0
1441,3
1442,8
1443,4
1444,8
1445,7
1446,2
1447,8
1448,7
1449,5
1450,3
1451,9
1452,6
1453,1
1454,2
1455,8
1456,5
1457,8
1458,2
1459,9
1460,0
1461,1
1462,5
1463,0
1464,7
1465,0
1466,6
1467,2
1468,3
1469,7
1470,8
1471,0
1472,7
1473,3
1474,6
1475,4
1476,8
1477,8
1478,4
1479,6
1480,9
1481,5
1482,3
1483,1
1484,9
1485,6
1486,6
1487,5
1488,0
1489,8
1490,6
1491,1
1492,8
1493,0
1494,9
1495,3
1496,3
1497,3
1498,1
1499,4
1500,0
1501,7
1502,9
1503,5
1504,7
1505,3
1506,8
1507,7
1508,6
1509,7
1510,7
1511,2
1512,5
1513,6
1514,9
1515,3
1516,9
1517,9
1518,8
1519,6
1520,3
1521,7
1522,7
1523,6
1524,1
1525,1
1526,9
1527,1
1528,3
1529,4
1530,6
1531,9
1532,9
1533,1
1534,8
1535,9
1536,7
1537,4
1538,3
1539,4
1540,3
1541,7
1542,6
1543,6
1544,3
1545,6
1546,6
1547,6
1548,5
1549,8
1550,3
1551,6
1552,7
1553,1
1554,3
1555,1
1556,9
1557,4
1558,1
1559,6
1560,2
1561,1
1562,7
1563,9
1564,1
1565,8
1566,7
1567,8
1568,4
1569,8
1570,4
1571,3
1572,4
1573,1
1574,2
1575,5
1576,1
1577,1
1578,1
1579,2
1580,8
1581,0
1582,3
1583,9
1584,6
1585,7
1586,5
1587,0
1588,0
1589,0
1590,5
1591,2
1592,7
1593,6
1594,8
1595,3
1596,0
1597,1
1598,5
1599,0
1600,9
1601,9
1602,6
1603,3
1604,1
1605,6
1606,8
1607,1
1608,5
1609,5
1610,2
1611,3
1612,4
1613,5
1614,4
1615,3
1616,7
1617,3
1618,9
1619,8
1620,2
1621,5
1622,9
1623,1
1624,6
1625,1
1626,7
1627,3
1628,5
1629,7
1630,5
1631,0
1632,9
1633,5
1634,6
1635,9
1636,4
1637,2
1638,3
1639,2
1640,6
1641,9
1642,4
1643,7
1644,9
1645,8
1646,6
1647,0
1648,3
1649,3
1650,8
1651,1
1652,9
1653,8
1654,1
1655,6
1656,3
1657,5
1658,1
1659,3
1660,1
1661,6
1662,4
1663,5
1664,2
1665,6
1666,7
1667,5
1668,7
1669,8
1670,7
1671,2
1672,9
1673,7
1674,0
1675,0
1676,4
1677,2
1678,7
1679,1
1680,6
1681,4
1682,5
1683,7
1684,8
1685,7
1686,1
1687,4
1688,5
1689,8
1690,7
1691,9
1692,1
1693,8
1694,9
1695,3
1696,0
1697,1
1698,7
1699,5
1700,4
1701,4
1702,5
1703,6
1704,8
1705,1
1706,5
1707,8
1708,1
1709,7
1710,1
1711,8
1712,2
1713,4
1714,0
1715,5
1716,0
1717,7
1718,4
1719,7
1720,7
1721,2
1722,5
1723,8
1724,1
1725,9
1726,0
1727,6
1728,2
1729,1
1730,0
1731,4
1732,6
1733,6
1734,1
1735,3
1736,6
1737,1
1738,0
1739,6
1740,5
1741,6
1742,8
1743,8
1744,1
1745,5
1746,5
1747,7
1748,5
1749,2
1750,8
1751,5
1752,0
1753,2
1754,7
1755,8
1756,7
1757,9
1758,7
1759,8
1760,6
1761,5
1762,8
1763,7
1764,0
1765,8
1766,4
1767,2
1768,8
1769,4
1770,3
1771,4
1772,2
1773,9
1774,0
1775,9
1776,1
1777,9
1778,5
1779,6
1780,5
1781,3
1782,1
1783,9
1784,0
1785,9
1786,4
1787,7
1788,2
1789,0
1790,8
1791,1
1792,2
1793,4
1794,1
1795,2
1796,5
1797,6
1798,1
1799,8
1800,9
1801,0
1802,7
1803,2
1804,3
1805,4
1806,8
1807,7
1808,2
1809,4
1810,4
1811,6
1812,8
1813,8
1814,7
1815,5
1816,9
1817,6
1818,9
1819,1
1820,9
1821,5
1822,4
1823,3
1824,1
1825,3
1826,8
1827,3
1828,6
1829,6
1830,2
1831,2
1832,8
1833,7
1834,4
1835,1
1836,6
1837,6
1838,2
1839,3
1840,4
1841,3
1842,5
1843,8
1844,9
1845,5
1846,6
1847,5
1848,2
1849,9
1850,6
1851,6
1852,4
1853,2
1854,5
1855,4
1856,5
1857,6
1858,1
1859,3
1860,2
1861,3
1862,9
1863,4
1864,6
1865,5
1866,0
1867,8
1868,8
1869,7
1870,1
1871,5
1872,9
1873,9
1874,7
1875,7
1876,9
1877,6
1878,5
1879,6
1880,9
1881,7
1882,1
1883,4
1884,3
1885,6
1886,0
1887,3
1888,9
1889,1
1890,1
1891,0
1892,2
1893,9
1894,7
1895,1
1896,6
1897,2
1898,0
1899,8
1900,9
1901,5
1902,4
1903,9
1904,6
1905,7
1906,4
1907,6
1908,9
1909,9
1910,5
1911,0
1912,5
1913,2
1914,2
1915,8
1916,8
1917,5
1918,1
1919,2
1920,1
1921,5
1922,9
1923,9
1924,4
1925,3
1926,8
1927,8
1928,6
1929,4
1930,5
1931,8
1932,1
1933,9
1934,6
1935,6
1936,7
1937,2
1938,7
1939,3
1940,0
1941,7
1942,3
1943,5
1944,8
1945,3
1946,5
1947,4
1948,6
1949,8
1950,5
1951,3
1952,7
1953,9
1954,7
1955,4
1956,6
1957,8
1958,1
1959,9
1960,1
1961,5
1962,7
1963,2
1964,8
1965,2
1966,1
1967,5
1968,3
1969,0
1970,6
1971,7
1972,4
1973,3
1974,1
1975,9
1976,1
1977,6
1978,6
1979,0
1980,2
1981,2
1982,1
1983,5
1984,9
1985,1
1986,8
1987,9
1988,9
1989,5
1990,4
1991,3
1992,7
1993,5
1994,9
1995,5
1996,7
1997,7
1998,3
1999,3
2000,1
2001,4
2002,8
2003,6
2004,7
2005,1
2006,8
2007,4
2008,1
2009,7
2010,1
2011,3
2012,6
2013,0
2014,6
2015,8
2016,3
2017,7
2018,1
2019,0
2020,8
2021,2
2022,0
2023,9
2024,7
2025,8
2026,4
2027,5
2028,3
2029,1
2030,2
2031,9
2032,1
2033,0
2034,3
2035,7
2036,5
2037,4
2038,7
2039,3
2040,1
2041,8
2042,1
2043,2
2044,7
2045,7
2046,7
2047,7
2048,7
2049,6
2050,6
2051,1
2052,9
2053,5
2054,1
2055,5
2056,7
2057,2
2058,1
2059,5
2060,3
2061,9
2062,4
2063,3
2064,9
2065,4
2066,8
2067,6
2068,7
2069,1
2070,3
2071,3
2072,0
2073,0
2074,8
2075,0
2076,7
2077,0
2078,3
2079,9
2080,5
2081,3
2082,3
2083,7
2084,7
2085,9
2086,0
2087,3
2088,3
2089,5
2090,5
2091,0
2092,1
2093,4
2094,5
2095,8
2096,0
2097,5
2098,2
2099,4
2100,7
2101,3
2102,0
2103,1
2104,9
2105,6
2106,0
2107,0
2108,3
2109,5
2110,2
2111,7
2112,1
2113,7
2114,1
2115,8
2116,1
2117,8
2118,0
2119,0
2120,9
2121,7
2122,0
2123,9
2124,5
2125,9
2126,5
2127,0
2128,6
2129,1
2130,6
2131,3
2132,6
2133,3
2134,7
2135,8
2136,0
2137,0
2138,5
2139,3
2140,3
2141,8
2142,5
2143,3
2144,9
2145,2
2146,5
2147,6
2148,6
2149,6
2150,2
2151,1
2152,9
2153,9
2154,6
2155,1
2156,8
2157,5
2158,7
2159,8
2160,9
2161,2
2162,1
2163,4
2164,6
2165,0
2166,3
2167,2
2168,9
2169,8
2170,3
2171,1
2172,6
2173,0
2174,9
2175,2
2176,6
2177,1
2178,7
2179,1
2180,7
2181,4
2182,3
2183,9
2184,2
2185,3
2186,0
2187,2
2188,5
2189,1
2190,9
2191,3
2192,2
2193,7
2194,4
2195,9
2196,4
2197,1
2198,1
2199,0
2200,1
2201,0
2202,3
2203,0
2204,8
2205,3
2206,1
2207,6
2208,1
2209,5
2210,2
2211,5
2212,4
2213,1
2214,0
2215,2
2216,9
2217,2
2218,7
2219,9
2220,0
2221,7
2222,2
2223,7
2224,0
2225,4
2226,4
2227,5
2228,6
2229,5
2230,4
2231,5
2232,2
2233,7
2234,2
2235,1
2236,5
2237,3
2238,3
2239,5
2240,6
2241,2
2242,2
2243,9
2244,7
2245,9
2246,9
2247,5
2248,4
2249,7
2250,9
2251,1
2252,4
2253,9
2254,1
2255,4
2256,7
2257,6
2258,2
2259,7
2260,7
2261,9
2262,4
2263,8
2264,6
2265,9
2266,5
2267,6
2268,6
2269,8
2270,1
2271,6
2272,8
2273,3
2274,7
2275,8
2276,5
2277,1
2278,9
2279,0
2280,2
2281,7
2282,5
2283,5
2284,5
2285,0
2286,4
2287,3
2288,6
2289,4
2290,8
2291,6
2292,9
2293,7
2294,0
2295,8
2296,0
2297,8
2298,8
2299,8
2300,5
2301,8
2302,4
2303,6
2304,3
2305,8
2306,3
2307,4
2308,3
2309,3
2310,9
2311,6
2312,6
2313,2
2314,8
2315,6
2316,0
2317,6
2318,1
2319,8
2320,5
2321,9
2322,0
2323,2
2324,3
2325,7
2326,0
2327,6
2328,6
2329,0
2330,8
2331,2
2332,3
2333,8
2334,5
2335,1
2336,7
2337,8
2338,8
2339,9
2340,5
2341,9
2342,5
2343,0
2344,7
2345,7
2346,8
2347,4
2348,3
2349,3
2350,4
2351,7
2352,6
2353,0
2354,8
2355,7
2356,0
2357,2
2358,1
2359,4
2360,6
2361,5
2362,7
2363,4
2364,8
2365,7
2366,4
2367,0
2368,5
2369,3
2370,7
2371,2
2372,5
2373,4
2374,2
2375,6
2376,1
2377,0
2378,8
2379,6
2380,8
2381,4
2382,4
2383,7
2384,6
2385,2
2386,7
2387,3
2388,4
2389,6
2390,0
2391,6
2392,8
2393,6
2394,3
2395,5
2396,6
2397,1
2398,2
2399,6
2400,7
2401,4
2402,4
2403,4
2404,0
2405,3
2406,2
2407,8
2408,3
2409,7
2410,7
2411,5
2412,2
2413,5
2414,0
2415,2
2416,2
2417,0
2418,8
2419,4
2420,4
2421,0
2422,1
2423,4
2424,7
2425,5
2426,6
2427,9
2428,1
2429,8
2430,6
2431,5
2432,4
2433,1
2434,5
2435,0
2436,1
2437,4
2438,2
2439,9
2440,1
2441,4
2442,8
2443,2
2444,7
2445,7
2446,2
2447,9
2448,6
2449,6
2450,1
2451,9
2452,6
2453,4
2454,7
2455,7
2456,5
2457,7
2458,0
2459,1
2460,3
2461,9
2462,3
2463,0
2464,8
2465,1
2466,4
2467,6
2468,8
2469,9
2470,2
2471,9
2472,9
2473,9
2474,2
2475,2
2476,7
2477,0
2478,3
2479,7
2480,1
2481,9
2482,3
2483,0
2484,6
2485,8
2486,5
2487,8
2488,6
2489,7
2490,8
2491,3
2492,0
2493,9
2494,8
2495,4
2496,0
2497,6
2498,0
2499,1
2500,4
2501,6
2502,6
2503,1
2504,2
2505,6
2506,5
2507,7
2508,7
2509,7
2510,9
2511,9
2512,1
2513,0
2514,6
2515,3
2516,0
2517,2
2518,0
2519,9
2520,0
2521,1
2522,6
2523,7
2524,8
2525,6
2526,9
2527,7
2528,9
2529,3
2530,5
2531,6
2532,7
2533,3
2534,4
2535,2
2536,4
2537,8
2538,9
2539,3
2540,0
2541,8
2542,7
2543,5
2544,4
2545,8
2546,8
2547,2
2548,0
2549,7
2550,3
2551,4
2552,3
2553,1
2554,2
2555,4
2556,5
2557,1
2558,0
2559,5
2560,7
2561,9
2562,7
2563,8
2564,9
2565,0
2566,6
2567,3
2568,1
2569,5
2570,3
2571,4
2572,7
2573,3
2574,3
2575,0
2576,1
2577,8
2578,9
2579,0
2580,9
2581,1
2582,9
2583,6
2584,6
2585,4
2586,8
2587,6
2588,8
2589,3
2590,1
2591,3
2592,9
2593,1
2594,6
2595,8
2596,4
2597,9
2598,0
2599,8
2600,4
2601,7
2602,6
2603,6
2604,6
2605,2
2606,2
2607,2
2608,8
2609,4
2610,2
2611,0
2612,2
2613,3
2614,0
2615,6
2616,1
2617,8
2618,6
2619,7
2620,4
2621,5
2622,4
2623,8
2624,4
2625,0
2626,0
2627,3
2628,5
2629,6
2630,9
2631,4
2632,0
2633,6
2634,4
2635,2
2636,2
2637,1
2638,2
2639,6
2640,2
2641,7
2642,2
2643,2
2644,7
2645,6
2646,3
2647,3
2648,8
2649,5
2650,9
2651,4
2652,3
2653,5
2654,4
2655,2
2656,7
2657,3
2658,6
2659,0
2660,6
2661,5
2662,6
2663,3
2664,8
2665,3
2666,9
2667,9
2668,5
2669,8
2670,8
2671,6
2672,5
2673,0
2674,9
2675,6
2676,6
2677,5
2678,2
2679,5
2680,6
2681,4
2682,4
2683,8
2684,5
2685,7
2686,5
2687,7
2688,5
2689,2
2690,6
2691,8
2692,7
2693,8
2694,1
2695,1
2696,4
2697,8
2698,9
2699,7
2700,4
2701,7
2702,3
2703,0
2704,1
2705,7
2706,2
2707,6
2708,0
2709,7
2710,2
2711,2
2712,5
2713,2
2714,5
2715,8
2716,2
2717,1
2718,1
2719,2
2720,2
2721,3
2722,9
2723,7
2724,4
2725,0
2726,1
2727,7
2728,5
2729,7
2730,8
2731,7
2732,7
2733,1
2734,7
2735,0
2736,6
2737,3
2738,9
2739,6
2740,4
2741,5
2742,6
2743,8
2744,5
2745,9
2746,4
2747,1
2748,9
2749,0
2750,9
2751,6
2752,5
2753,9
2754,3
2755,2
2756,8
2757,6
2758,6
2759,2
2760,6
2761,5
2762,9
2763,8
2764,0
2765,6
2766,8
2767,1
2768,7
2769,7
2770,4
2771,0
2772,0
2773,2
2774,3
2775,7
2776,7
2777,0
2778,1
2779,7
2780,8
2781,4
2782,0
2783,7
2784,0
2785,2
2786,4
2787,8
2788,2
2789,8
2790,5
2791,6
2792,9
2793,3
2794,9
2795,9
2796,9
2797,0
2798,8
2799,4
2800,2
2801,4
2802,2
2803,0
2804,0
2805,8
2806,8
2807,8
2808,1
2809,2
2810,1
2811,4
2812,4
2813,6
2814,4
2815,8
2816,0
2817,0
2818,0
2819,8
2820,0
2821,5
2822,5
2823,0
2824,6
2825,4
2826,4
2827,6
2828,8
2829,0
2830,7
2831,9
2832,7
2833,3
2834,0
2835,7
2836,2
2837,2
2838,4
2839,1
2840,1
2841,4
2842,7
2843,9
2844,5
2845,1
2846,2
2847,7
2848,2
2849,8
2850,5
2851,2
2852,1
2853,4
2854,8
2855,7
2856,6
2857,3
2858,0
2859,7
2860,7
2861,6
2862,7
2863,6
2864,2
2865,0
2866,0
2867,0
2868,7
2869,7
2870,8
2871,6
2872,8
2873,2
2874,2
2875,5
2876,8
2877,3
2878,3
2879,7
2880,9
2881,8
2882,3
2883,5
2884,5
2885,7
2886,4
2887,3
2888,8
2889,3
2890,1
2891,3
2892,2
2893,1
2894,4
2895,1
2896,5
2897,2
2898,5
2899,4
2900,5
2901,4
2902,9
2903,2
2904,9
2905,4
2906,0
2907,8
2908,3
2909,8
2910,7
2911,8
2912,4
2913,0
2914,2
2915,4
2916,1
2917,9
2918,5
2919,1
2920,5
2921,5
2922,7
2923,7
2924,2
2925,2
2926,2
2927,8
2928,2
2929,7
2930,2
2931,5
2932,6
2933,9
2934,2
2935,2
2936,7
2937,5
2938,8
2939,8
2940,7
2941,7
2942,6
2943,1
2944,2
2945,3
2946,7
2947,0
2948,7
2949,0
2950,3
2951,2
2952,3
2953,3
2954,1
2955,1
2956,7
2957,2
2958,3
2959,7
2960,4
2961,0
2962,2
2963,1
2964,7
2965,2
2966,7
2967,2
2968,6
2969,4
2970,2
2971,0
2972,8
2973,0
2974,7
2975,4
2976,5
2977,1
2978,0
2979,1
2980,6
2981,9
2982,2
2983,9
2984,3
2985,4
2986,8
2987,6
2988,5
2989,0
2990,3
2991,7
2992,0
2993,9
2994,1
2995,1
2996,4
